name,rows,cols,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,steps,best_path,path_expected_reward,path_likelihood,path_true_reward,path_reached_reward_goal,reward_goal_probability,counterfactual_agent,counterfactual_agent_orig_path_expected_reward,counterfactual_agent_orig_path_likelihood,counterfactual_start_position,counterfactual_start_true_reward,counterfactual_start_reached_reward_goal,counterfactual_start_reward_goal_probability,counterfactual_agent_new_path,paths_identical_across_agents,counterfactual_agent_new_path_expected_reward,counterfactual_agent_new_path_likelihood,counterfactual_agent_new_path_true_reward,counterfactual_agent_new_path_reached_reward_goal,counterfactual_agent_reward_goal_probability
trial_191,10,10,pessimist,"[1, 1]","[[3, 6], [10, 5], [6, 3], [4, 6], [7, 7], [10, 3], [8, 8], [5, 4], [5, 3], [2, 9]]","[5, 9, 8, 9, 3, 9, 6, 5, 3, 5]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",10,"[[1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [6, 3], [5, 3]]",16,0.15715066737279004,16,0,0,optimist,16,0.12711525787563605,"[10, 10]",18,0,0,"[[1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [6, 3], [5, 3]]",1,16,0.12711525787563605,16,0,0
trial_192,10,10,pessimist,"[10, 10]","[[8, 1], [4, 4], [10, 9], [9, 9], [6, 7], [6, 1], [7, 10], [8, 7], [3, 1], [9, 1]]","[6, 3, 7, 7, 5, 5, 9, 6, 3, 8]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",10,"[[10, 10], [10, 9], [9, 9], [9, 10], [8, 10], [7, 10], [8, 10], [8, 9], [8, 8], [8, 7], [8, 8]]",24,0.098505305,29,1,0.9950617034334479,optimist,30,0.11323499591769136,"[1, 1]",22,1,0.971194725,"[[10, 10], [10, 9], [9, 9], [9, 10], [8, 10], [7, 10], [8, 10], [8, 9], [8, 8], [8, 7], [8, 8]]",1,30,0.11323499591769136,29,1,0.9998718251137131
trial_193,10,10,optimist,"[1, 1]","[[3, 1], [5, 5], [7, 4], [2, 9], [8, 4], [5, 10], [8, 6], [7, 5], [6, 9], [8, 2]]","[6, 1, 6, 1, 9, 4, 5, 9, 1, 6]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",10,"[[1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5]]",23,0.41229019593714533,16,0,0.5844900029914895,pessimist,17,0.44631573428943294,"[10, 10]",29,1,0.9998250478365742,"[[1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [5, 5], [6, 5], [7, 5]]",1,17,0.44631573428943294,16,0,0.4689434735351961
trial_194,10,10,pessimist,"[1, 1]","[[1, 10], [2, 6], [4, 4], [4, 1], [4, 3], [2, 7], [4, 8], [9, 5], [2, 4], [6, 9]]","[7, 2, 6, 2, 2, 5, 4, 5, 5, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",10,"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [3, 4], [2, 4], [2, 5], [2, 6]]",17,0.2781199492718295,17,0,0,optimist,17,0.2781199492718295,"[10, 10]",7,0,0,"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [3, 4], [2, 4], [2, 5], [2, 6]]",1,17,0.2781199492718295,17,0,0
trial_195,10,10,pessimist,"[10, 10]","[[9, 9], [10, 4], [3, 9], [6, 4], [3, 4], [5, 7], [7, 6], [9, 7], [4, 5], [4, 8]]","[1, 1, 2, 9, 4, 1, 7, 5, 4, 4]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",10,"[[10, 10], [10, 9], [9, 9], [9, 8], [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [7, 4], [6, 4]]",15,0.22028663705133927,22,1,0.3013255619873223,optimist,21,0.7213998398381972,"[1, 1]",12,0,0,"[[10, 10], [10, 9], [9, 9], [9, 8], [9, 7], [9, 6], [8, 6], [7, 6], [7, 5], [7, 4], [6, 4]]",1,21,0.7213998398381972,22,1,0.9867880097790411
trial_196,10,10,optimist,"[1, 1]","[[7, 8], [7, 1], [1, 5], [4, 9], [8, 7], [10, 4], [9, 1], [5, 8], [3, 3], [9, 8]]","[2, 6, 7, 4, 9, 3, 4, 2, 7, 5]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",10,"[[1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 6], [3, 6], [3, 5], [3, 4], [3, 3]]",14,0.079927702,14,0,0,pessimist,14,0.079927702,"[10, 10]",17,0,0,"[[1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 6], [3, 6], [3, 5], [3, 4], [3, 3]]",1,14,0.079927702,14,0,0
trial_197,10,10,pessimist,"[10, 10]","[[8, 3], [6, 3], [6, 8], [8, 1], [7, 7], [3, 9], [2, 1], [7, 9], [6, 1], [7, 1]]","[6, 3, 1, 1, 8, 9, 2, 4, 1, 7]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",10,"[[10, 10], [10, 9], [9, 9], [8, 9], [7, 9], [7, 8], [6, 8], [6, 9], [5, 9], [4, 9], [3, 9]]",14,0.086686671,14,0,0,optimist,14,0.086686671,"[1, 1]",17,0,0,"[[10, 10], [10, 9], [9, 9], [8, 9], [7, 9], [7, 8], [6, 8], [6, 9], [5, 9], [4, 9], [3, 9]]",1,14,0.086686671,14,0,0
trial_198,10,10,pessimist,"[1, 1]","[[6, 5], [7, 10], [3, 8], [5, 2], [7, 4], [5, 3], [8, 5], [8, 9], [8, 8], [10, 1]]","[7, 5, 9, 5, 5, 3, 7, 1, 2, 8]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,"[[1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [6, 4], [7, 4], [7, 5]]",13,0.21455649339275057,13,0,0,optimist,13,0.011188912805239246,"[10, 10]",15,0,0,"[[1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6]]",0,16,0.22473532127996015,15,0,0
trial_199,10,10,optimist,"[10, 10]","[[3, 5], [10, 9], [8, 7], [5, 7], [3, 10], [6, 7], [6, 10], [9, 3], [9, 8], [3, 1]]","[7, 9, 4, 4, 3, 5, 2, 2, 3, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",10,"[[10, 10], [10, 9], [10, 10], [10, 9], [10, 8], [9, 8], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7]]",30,0.10458169331190001,25,1,0.9985593156891309,pessimist,24,0.0919801,"[1, 1]",19,0,0,"[[10, 10], [10, 9], [10, 10], [10, 9], [10, 8], [9, 8], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7]]",1,24,0.0919801,25,1,0.9933543673109735
trial_200,10,10,optimist,"[10, 10]","[[1, 3], [9, 5], [9, 10], [6, 6], [7, 9], [1, 7], [5, 9], [6, 7], [4, 5], [6, 5]]","[5, 1, 7, 8, 4, 8, 4, 3, 7, 4]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",10,"[[10, 10], [9, 10], [9, 9], [8, 9], [7, 9], [7, 8], [7, 7], [6, 7], [6, 6], [6, 5], [6, 6]]",30,0.23228927507101477,26,1,0.998178668,pessimist,24,0.074886549,"[1, 1]",24,1,0.9913990107149148,"[[10, 10], [9, 10], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [6, 9], [6, 8], [6, 7], [6, 6]]",0,26,0.5533409136045263,26,1,0.9922349959469925
trial_201,10,10,pessimist,"[1, 1]","[[7, 8], [2, 9], [8, 2], [4, 9], [9, 7], [3, 4], [8, 4], [8, 6], [3, 3], [3, 1]]","[4, 4, 2, 6, 4, 7, 4, 8, 2, 4]","[1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,"[[1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4]]",10,0.16632065120311948,17,0,0,optimist,22,0.9698754155194433,"[10, 10]",16,0,0,"[[1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4]]",1,22,0.9698754155194433,17,0,0
trial_202,10,10,pessimist,"[10, 10]","[[10, 3], [1, 6], [4, 4], [5, 8], [1, 5], [8, 4], [3, 10], [8, 9], [9, 2], [3, 5]]","[5, 3, 7, 9, 4, 2, 4, 5, 9, 2]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",10,"[[10, 10], [10, 9], [9, 9], [8, 9], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [4, 10]]",9,0.144331371,9,0,0,optimist,9,0.000191461,"[1, 1]",16,0,0,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [10, 5], [10, 4], [10, 3], [10, 2], [9, 2], [9, 3]]",0,16,0.20996247045690677,14,0,0
trial_203,10,10,pessimist,"[1, 1]","[[3, 3], [9, 10], [10, 7], [7, 3], [4, 9], [7, 9], [7, 10], [5, 9], [8, 4], [1, 3]]","[3, 1, 3, 3, 3, 4, 6, 5, 9, 7]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",10,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [8, 4]]",17,0.8314324918514955,22,1,0.8314324918514955,optimist,23,0.9489432436191529,"[10, 10]",20,1,0.8502576923165708,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [8, 4]]",1,23,0.9489432436191529,22,1,0.9489432436191529
trial_204,10,10,optimist,"[10, 10]","[[2, 3], [10, 1], [4, 1], [1, 8], [1, 3], [2, 6], [1, 9], [5, 9], [3, 7], [1, 5]]","[8, 8, 7, 6, 2, 1, 2, 7, 9, 7]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 1]",10,"[[10, 10], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [5, 8], [5, 7], [4, 7], [3, 7]]",17,0.9964191484243592,16,0,0,pessimist,11,0.8073889451504958,"[1, 1]",25,1,0.994658077,"[[10, 10], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9], [5, 8], [5, 7], [4, 7], [3, 7]]",1,11,0.8073889451504958,16,0,0
trial_205,10,10,pessimist,"[10, 10]","[[10, 7], [10, 9], [1, 4], [5, 4], [8, 6], [10, 5], [6, 4], [1, 8], [1, 2], [1, 3]]","[3, 9, 6, 8, 1, 1, 6, 4, 4, 3]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0]",10,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [9, 6], [8, 6], [8, 5], [8, 4], [7, 4], [6, 4]]",20,0.584970244,19,0,0,optimist,26,0.8514306871340728,"[1, 1]",27,1,0.9992695239353988,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [9, 6], [8, 6], [8, 5], [8, 4], [7, 4], [6, 4]]",1,26,0.8514306871340728,19,0,0
trial_206,10,10,pessimist,"[10, 10]","[[2, 5], [1, 10], [4, 3], [5, 4], [8, 4], [1, 5], [2, 10], [9, 7], [5, 6], [3, 8]]","[4, 4, 4, 6, 7, 6, 2, 7, 2, 7]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",10,"[[10, 10], [10, 9], [10, 10], [10, 9], [10, 8], [10, 7], [9, 7], [9, 6], [9, 5], [9, 4], [8, 4]]",9,0.059126643,14,0,0,optimist,15,0.076167043,"[1, 1]",12,0,0,"[[10, 10], [10, 9], [10, 10], [10, 9], [10, 8], [10, 7], [9, 7], [9, 6], [9, 5], [9, 4], [8, 4]]",1,15,0.076167043,14,0,0
trial_207,10,10,optimist,"[10, 10]","[[6, 8], [7, 3], [8, 4], [1, 2], [4, 1], [5, 10], [5, 8], [5, 2], [1, 10], [8, 10]]","[3, 2, 3, 4, 2, 4, 9, 2, 8, 1]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",10,"[[10, 10], [10, 9], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [5, 9], [5, 8], [6, 8]]",17,0.079066871,17,0,0,pessimist,17,0.079110932,"[1, 1]",11,0,0,"[[10, 10], [10, 9], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [5, 9], [5, 8], [6, 8]]",1,17,0.079110932,17,0,0
trial_208,10,10,optimist,"[1, 1]","[[6, 4], [9, 1], [10, 4], [9, 5], [10, 2], [1, 4], [10, 5], [4, 2], [6, 2], [8, 2]]","[8, 7, 7, 7, 5, 5, 6, 6, 1, 3]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",10,"[[1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [8, 2], [9, 2], [9, 1]]",18,0.5519234017036614,17,0,0,pessimist,12,0.003371909,"[10, 10]",25,1,0.9977156994530131,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [4, 2], [5, 2], [6, 2], [6, 3], [6, 4]]",0,15,0.067726597,15,0,0
trial_209,10,10,pessimist,"[10, 10]","[[6, 7], [7, 1], [8, 3], [5, 9], [4, 9], [6, 10], [2, 7], [10, 5], [7, 4], [5, 3]]","[3, 6, 3, 7, 5, 5, 4, 9, 2, 4]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 0]",10,"[[10, 10], [10, 9], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [6, 9], [5, 9], [4, 9], [4, 10]]",14,0.060937281196414436,17,0,0,optimist,20,0.071351576,"[1, 1]",9,0,0,"[[10, 10], [10, 9], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [6, 9], [5, 9], [4, 9], [4, 10]]",1,20,0.071351576,17,0,0
trial_210,10,10,pessimist,"[1, 1]","[[10, 5], [8, 8], [6, 7], [8, 10], [1, 7], [3, 3], [8, 4], [9, 8], [9, 6], [6, 1]]","[8, 6, 3, 6, 4, 2, 7, 1, 8, 1]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",10,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4]]",9,0.6377425937057275,9,0,0,optimist,9,0.10618957289518673,"[10, 10]",28,1,0.8754985935472909,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6], [3, 7], [2, 7], [1, 7]]",0,10,0.28865318637281323,6,0,0
trial_211,10,10,pessimist,"[1, 1]","[[2, 9], [4, 10], [5, 7], [7, 5], [2, 5], [7, 7], [9, 10], [9, 5], [7, 9], [2, 1]]","[7, 1, 6, 2, 8, 1, 5, 8, 6, 8]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1]",10,"[[1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [3, 7], [4, 7], [5, 7]]",16,0.7723428622767073,22,1,0.8289266741317135,optimist,22,0.026305125631201774,"[10, 10]",22,1,0.7021674303425683,"[[1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9], [2, 10]]",0,24,0.19437004897836843,23,1,0.8037853215446755
trial_212,10,10,optimist,"[1, 1]","[[9, 2], [3, 6], [2, 8], [8, 6], [7, 2], [7, 8], [6, 3], [6, 6], [3, 10], [5, 3]]","[2, 5, 1, 1, 9, 2, 4, 4, 7, 3]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",10,"[[1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 6], [3, 6], [3, 7], [3, 8], [2, 8]]",16,0.12854031422069792,6,0,0,pessimist,4,1.1419722275633404e-06,"[10, 10]",7,0,0,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 2], [7, 3]]",0,16,0.18586145170336674,16,0,0
trial_213,10,10,pessimist,"[10, 10]","[[5, 10], [7, 10], [2, 2], [1, 6], [5, 8], [8, 3], [10, 3], [8, 9], [5, 6], [10, 1]]","[2, 2, 1, 2, 3, 4, 1, 7, 5, 8]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,"[[10, 10], [10, 9], [9, 9], [8, 9], [8, 8], [7, 8], [6, 8], [5, 8], [5, 7], [5, 6], [5, 7]]",15,0.1457232536061254,15,0,0,optimist,15,0.001142803,"[1, 1]",8,0,0,"[[10, 10], [10, 9], [9, 9], [8, 9], [8, 10], [7, 10], [6, 10], [5, 10], [5, 9], [5, 8], [5, 9]]",0,20,0.16960698121999063,14,0,0
trial_214,10,10,optimist,"[10, 10]","[[7, 6], [2, 1], [3, 5], [10, 2], [5, 6], [6, 10], [8, 5], [2, 2], [3, 8], [8, 10]]","[8, 6, 9, 7, 5, 3, 5, 6, 3, 2]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",10,"[[10, 10], [9, 10], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [8, 6], [7, 6], [7, 7]]",15,0.082964607,15,0,0,pessimist,15,0.082995924,"[1, 1]",26,1,0.998624371,"[[10, 10], [9, 10], [8, 10], [8, 9], [8, 8], [8, 7], [8, 6], [8, 5], [8, 6], [7, 6], [7, 7]]",1,15,0.082995924,15,0,0
trial_215,10,10,optimist,"[10, 10]","[[8, 10], [6, 7], [10, 6], [3, 7], [10, 1], [8, 1], [8, 2], [7, 5], [9, 5], [5, 9]]","[5, 2, 9, 9, 8, 5, 7, 6, 2, 1]","[1, 0, 1, 0, 0, 1, 1, 0, 1, 1]",10,"[[10, 10], [9, 10], [8, 10], [8, 9], [8, 8], [8, 7], [7, 7], [6, 7], [7, 7], [7, 6], [7, 5]]",21,0.27914014903359097,13,0,0,pessimist,9,7.662695091813022e-05,"[1, 1]",13,0,0,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [10, 5], [9, 5], [9, 4], [9, 3], [9, 2], [8, 2]]",0,18,0.6209146144038088,18,0,0
trial_216,10,10,pessimist,"[10, 10]","[[4, 8], [10, 3], [1, 7], [6, 6], [1, 8], [10, 9], [9, 6], [2, 5], [6, 10], [1, 5]]","[5, 1, 6, 1, 6, 2, 3, 1, 6, 7]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",10,"[[10, 10], [10, 9], [10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [9, 6], [8, 6], [7, 6], [6, 6]]",7,0.052889858,6,0,0,optimist,19,0.003243271,"[1, 1]",24,1,0.6567378545540574,"[[10, 10], [10, 9], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [6, 9], [6, 8], [6, 7], [6, 6]]",0,24,0.4813440236368605,9,0,0
trial_217,10,10,optimist,"[10, 10]","[[3, 4], [4, 9], [6, 8], [8, 4], [6, 2], [6, 10], [7, 7], [10, 6], [2, 5], [9, 8]]","[3, 7, 4, 1, 7, 8, 8, 1, 7, 4]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 0]",10,"[[10, 10], [10, 9], [10, 8], [9, 8], [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [6, 9], [6, 10]]",32,0.9882811582169128,24,1,0.9919280035557745,pessimist,14,0.007250858,"[1, 1]",10,0,0,"[[10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [6, 9], [6, 8], [6, 9], [5, 9], [4, 9], [4, 10]]",0,17,0.14563737632337562,19,0,0.018045124162208697
trial_218,10,10,optimist,"[1, 1]","[[4, 8], [7, 9], [9, 6], [10, 1], [9, 1], [4, 5], [4, 7], [5, 5], [7, 5], [7, 1]]","[6, 2, 4, 6, 5, 3, 9, 1, 1, 6]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 2]]",19,0.4638697717300546,17,0,0,pessimist,13,0.4631643120389792,"[10, 10]",17,0,0,"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1], [7, 1], [8, 1], [9, 1], [10, 1], [10, 2]]",1,13,0.4631643120389792,17,0,0
trial_219,10,10,optimist,"[10, 10]","[[9, 6], [6, 1], [7, 1], [7, 8], [6, 2], [8, 4], [8, 9], [9, 2], [2, 7], [4, 6]]","[8, 4, 1, 5, 5, 2, 4, 6, 1, 4]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 0]",10,"[[10, 10], [10, 9], [9, 9], [8, 9], [8, 8], [7, 8], [8, 8], [9, 8], [9, 7], [9, 6], [9, 7]]",21,0.19234989246091902,17,0,0,pessimist,15,0.1867167687219489,"[1, 1]",15,0,0,"[[10, 10], [10, 9], [9, 9], [8, 9], [8, 8], [7, 8], [8, 8], [9, 8], [9, 7], [9, 6], [9, 7]]",1,15,0.1867167687219489,17,0,0
trial_220,10,10,optimist,"[10, 10]","[[1, 7], [8, 5], [1, 4], [2, 4], [2, 5], [6, 4], [5, 9], [8, 4], [4, 4], [4, 2]]","[9, 2, 3, 8, 2, 5, 9, 1, 4, 2]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",10,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [10, 5], [9, 5], [8, 5], [8, 4], [7, 4], [6, 4]]",14,0.632891561,8,0,0,pessimist,8,0.018761448827939543,"[1, 1]",22,1,0.9385164382819577,"[[10, 10], [10, 9], [10, 10], [10, 9], [10, 10], [10, 9], [9, 9], [8, 9], [7, 9], [6, 9], [5, 9]]",0,9,0.050998905424552314,9,0,0
trial_221,10,10,pessimist,"[10, 10]","[[10, 2], [2, 9], [3, 10], [10, 5], [4, 4], [9, 7], [9, 5], [7, 10], [3, 8], [8, 4]]","[2, 1, 7, 5, 5, 5, 1, 9, 5, 5]","[1, 0, 1, 0, 1, 0, 1, 1, 1, 1]",10,"[[10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [3, 9], [3, 8], [3, 9]]",21,0.23519020623289996,21,1,0.9407608249315998,optimist,21,0.011250112024066464,"[1, 1]",10,0,0,"[[10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [3, 10], [3, 9], [2, 9], [2, 10]]",0,24,0.2259645404493845,17,0,0.045000448096265855
trial_222,10,10,optimist,"[10, 10]","[[2, 5], [10, 6], [6, 4], [6, 10], [7, 4], [7, 1], [10, 7], [7, 7], [6, 8], [9, 1]]","[1, 8, 4, 7, 6, 8, 9, 6, 9, 2]","[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]",10,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [6, 8]]",30,0.6480630009028931,32,1,0.998332055,pessimist,12,0.002426031,"[1, 1]",18,0,0,"[[10, 10], [10, 9], [10, 8], [10, 7], [9, 7], [8, 7], [7, 7], [7, 8], [6, 8], [6, 9], [6, 10]]",0,17,0.36005494726911397,31,1,0.9308670713424774
trial_223,10,10,pessimist,"[10, 10]","[[2, 6], [7, 3], [3, 5], [10, 7], [6, 10], [2, 10], [6, 3], [3, 9], [1, 3], [9, 8]]","[1, 6, 5, 8, 2, 9, 7, 2, 4, 8]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",10,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 8], [9, 8], [9, 9], [9, 10], [8, 10], [7, 10], [6, 10]]",18,0.258568431,18,0,0,optimist,24,0.9722450645192598,"[1, 1]",14,0,0,"[[10, 10], [10, 9], [10, 8], [10, 7], [10, 8], [9, 8], [9, 9], [9, 10], [8, 10], [7, 10], [6, 10]]",1,24,0.9722450645192598,18,0,0
trial_224,10,10,pessimist,"[1, 1]","[[3, 10], [7, 3], [8, 4], [5, 7], [7, 5], [9, 7], [3, 2], [1, 8], [5, 4], [3, 5]]","[1, 9, 2, 3, 8, 2, 1, 8, 9, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",10,"[[1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [7, 3]]",20,0.5050061199666326,19,0,0,optimist,26,0.5731589876399195,"[10, 10]",19,0,0,"[[1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [7, 3]]",1,26,0.5731589876399195,19,0,0
trial_225,10,10,pessimist,"[1, 1]","[[2, 10], [10, 1], [10, 9], [3, 4], [3, 9], [1, 9], [4, 7], [6, 5], [7, 7], [1, 10]]","[2, 9, 9, 1, 5, 9, 9, 5, 7, 7]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 0]",10,"[[1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 10]]",13,0.5647956427810047,18,0,0,optimist,19,0.7860279526425272,"[10, 10]",25,1,0.8775743947775348,"[[1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [2, 10]]",1,19,0.7860279526425272,18,0,0
trial_226,10,10,pessimist,"[10, 10]","[[4, 6], [3, 8], [8, 7], [4, 10], [2, 5], [1, 2], [2, 2], [4, 2], [4, 9], [9, 9]]","[4, 2, 5, 3, 1, 4, 4, 7, 4, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",10,"[[10, 10], [10, 9], [9, 9], [9, 8], [9, 7], [8, 7], [8, 6], [7, 6], [6, 6], [5, 6], [4, 6]]",10,0.20053010125534287,10,0,0,optimist,10,0.00118853,"[1, 1]",19,0,0,"[[10, 10], [9, 10], [8, 10], [7, 10], [6, 10], [5, 10], [4, 10], [4, 9], [4, 8], [4, 7], [4, 6]]",0,16,0.47948741789470134,11,0,0
trial_227,10,10,optimist,"[1, 1]","[[7, 7], [10, 1], [9, 9], [7, 10], [7, 8], [3, 7], [5, 8], [6, 2], [8, 9], [7, 2]]","[9, 6, 5, 5, 1, 4, 4, 5, 2, 6]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",10,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 2], [6, 2]]",11,0.073633208,11,0,0,pessimist,11,0.076139102,"[10, 10]",21,1,0.7490395705950792,"[[1, 1], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 2], [6, 2]]",1,11,0.076139102,11,0,0
trial_228,10,10,optimist,"[10, 10]","[[6, 8], [5, 3], [8, 4], [3, 7], [10, 5], [8, 10], [4, 5], [8, 8], [4, 10], [9, 1]]","[8, 7, 7, 1, 6, 3, 7, 3, 7, 5]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,"[[10, 10], [9, 10], [8, 10], [8, 9], [8, 8], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [4, 10]]",21,0.846155183,21,1,0.846155183,pessimist,21,0.846155183,"[1, 1]",14,0,0,"[[10, 10], [9, 10], [8, 10], [8, 9], [8, 8], [7, 8], [6, 8], [6, 9], [6, 10], [5, 10], [4, 10]]",1,21,0.846155183,21,1,0.846155183
